school,amount,sport,deal_description,is_social_media,date
ucdavis,58.0,Men's Soccer,% of apparel sales,0,
ucdavis,60.0,Baseball,% of apparel sales,0,
ucdavis,62.0,Baseball,% of apparel sales,0,
ucdavis,100.0,Women's Water Polo,% of apparel sales,0,
ucdavis,106.0,Men's Basketball,% of apparel sales,0,
ucdavis,54.0,Softball,% of apparel sales,0,
ucdavis,121.0,Football,% of apparel sales,0,
ucdavis,52.0,Baseball,% of apparel sales,0,
ucdavis,60.0,Softball,% of apparel sales,0,
ucdavis,301.0,Football,% of apparel sales,0,
ucdavis,74.0,Women's Basketball,% of apparel sales,0,
ucdavis,66.0,Women's Basketball,% of apparel sales,0,
ucdavis,177.0,Football,% of apparel sales,0,
ucdavis,176.0,Football,% of apparel sales,0,
ucdavis,54.0,Football,% of apparel sales,0,
ucdavis,84.0,Men's Water Polo,% of apparel sales,0,
ucdavis,120.0,Men's Soccer,% of apparel sales,0,
ucdavis,63.0,Football,% of apparel sales,0,
ucdavis,128.0,Volleyball,% of apparel sales,0,
ucdavis,128.0,Volleyball,% of apparel sales,0,
ucdavis,96.0,Softball,% of apparel sales,0,
ucdavis,80.0,Baseball,% of apparel sales,0,
ucdavis,54.0,Football,% of apparel sales,0,
ucdavis,176.0,Football,% of apparel sales,0,
ucdavis,144.0,Football,% of apparel sales,0,
ucdavis,62.0,Baseball,% of apparel sales,0,
ucdavis,46.0,Softball,% of apparel sales,0,
ucdavis,38.0,Softball,% of apparel sales,0,
ucdavis,62.0,Baseball,% of apparel sales,0,
ucdavis,106.0,Baseball,% of apparel sales,0,
ucdavis,8.0,Men's Soccer,% of apparel sales,0,
ucdavis,56.0,Women's Tennis,% of apparel sales,0,
ucdavis,60.0,Baseball,% of apparel sales,0,
ucdavis,44.0,Men's Soccer,% of apparel sales,0,
ucdavis,46.0,Softball,% of apparel sales,0,
ucdavis,104.0,Football,% of apparel sales,0,
ucdavis,114.0,Women's Water Polo,% of apparel sales,0,
ucdavis,30.0,Volleyball,% of apparel sales,0,
ucdavis,34.0,Equestrian,% of apparel sales,0,
ucdavis,36.0,Women's Basketball,% of apparel sales,0,
ucdavis,12.0,Football,% of apparel sales,0,
ucdavis,42.0,Equestrian,% of apparel sales,0,
ucdavis,12.0,Baseball,% of apparel sales,0,
ucdavis,106.0,Football,% of apparel sales,0,
ucdavis,45.0,Football,% of apparel sales,0,
ucdavis,20.0,Women's Field Hockey,% of apparel sales,0,
ucdavis,10.0,Equestrian,% of apparel sales,0,
ucdavis,20.0,Women's Soccer,% of apparel sales,0,
ucdavis,15.0,Equestrian,% of apparel sales,0,
ucdavis,15.0,Football,% of apparel sales,0,
ucdavis,30.0,Women's Field Hockey,% of apparel sales,0,
ucdavis,28.0,Football,% of apparel sales,0,
ucdavis,15.0,Football,% of apparel sales,0,
ucdavis,48.0,Football,% of apparel sales,0,
ucdavis,15.0,Football,% of apparel sales,0,
ucdavis,32.0,Men's Basketball,% of apparel sales,0,
ucdavis,56.0,Football,% of apparel sales,0,
ucdavis,66.0,Softball,% of apparel sales,0,
ucdavis,87.0,Baseball,% of apparel sales,0,
ucdavis,52.0,Softball,% of apparel sales,0,
ucdavis,66.0,Lacrosse,% of apparel sales,0,
ucdavis,64.0,Volleyball,% of apparel sales,0,
ucdavis,108.0,Baseball,% of apparel sales,0,
ucdavis,60.0,Softball,% of apparel sales,0,
ucdavis,54.0,Men's Water Polo,% of apparel sales,0,
ucdavis,78.0,Women's Basketball,% of apparel sales,0,
ucdavis,60.0,Volleyball,% of apparel sales,0,
ucdavis,54.0,Women's Basketball,% of apparel sales,0,
ucdavis,75.0,Baseball,% of apparel sales,0,
ucdavis,67.0,Baseball,% of apparel sales,0,
ucdavis,96.0,Football,% of apparel sales,0,
ucdavis,66.0,Volleyball,% of apparel sales,0,
ucdavis,94.0,Beach Volleyball,% of apparel sales,0,
ucdavis,62.0,Women's Basketball,% of apparel sales,0,
ucdavis,50.0,Gymnastics,% of apparel sales,0,
ucdavis,60.0,Softball,% of apparel sales,0,
ucdavis,23.97,Softball,getting support from fans through NIL Club app,0,
ucdavis,13.39,Softball,getting support from fans through NIL Club app,0,
ucdavis,10.12,Softball,getting support from fans through NIL Club app,0,
ucdavis,50.0,Softball,Influxer Merchandise NIL sales,0,
ucdavis,169.56,Equestrian,Member of NIL Club UC Davis Equestrian Team,0,
ucdavis,23.86,Women's Water Polo,NIL club cash out for inviting teammates and other users.,0,
ucdavis,53.02,Lacrosse,NIL Club.,0,
ucdavis,12.3,Women's Soccer,NIL Club.,0,
ucdavis,12.3,Women's Soccer,NIL Club.,0,
ucdavis,73.0,Football,NIL Club.,0,
ucdavis,150.0,Football,NIL deal - social media posts in exchange for product and money.,1,
ucdavis,25.0,Beach Volleyball,Postgame NIL opportunity.,1,
ucdavis,1000.0,Footballl,Snack company payment for sharing on social media.,1,
ucdavis,175.0,Volleyball,Social media posts in excahnge for free samples.,1,
ucdavis,90.0,Volleyball,% of apparel sales,0,
ucdavis,58.2,Volleyball,% of apparel sales,0,
ucdavis,52.0,Women's Soccer,% of apparel sales,0,
ucdavis,51.0,Football,% of apparel sales,0,
ucdavis,126.0,Women's Soccer,% of apparel sales,0,
ucdavis,62.0,Football,% of apparel sales,0,
ucdavis,62.0,Football,% of apparel sales,0,
ucdavis,80.0,Football,% of apparel sales,0,
ucdavis,73.0,Football,% of apparel sales,0,
ucdavis,106.0,Football,% of apparel sales,0,
ucdavis,170.0,Football,% of apparel sales,0,
ucdavis,60.0,Football,% of apparel sales,0,
ucdavis,103.0,Football,% of apparel sales,0,
ucdavis,58.0,Volleyball,% of apparel sales,0,
ucdavis,116.0,Football,% of apparel sales,0,
ucdavis,57.0,Football,% of apparel sales,0,
ucdavis,62.0,Football,% of apparel sales,0,
ucdavis,150.0,Football,Social media,1,
ucdavis,175.0,Volleyball,Social media,1,
ucdavis,25000.0,Football,"Social media, appearances, autographs",1,
ucdavis,50000.0,Men's Basketball,"Social media, appearances, autographs",1,
sacramentostate4,80.0,Women's Basketball,Yuka+Face,0,
sacramentostate4,600.0,Football,Smeeple,0,
sacramentostate4,600.0,Football,Smeeple,0,
sacramentostate4,10.0,Gymnastics,Snowflake Designs,0,
sacramentostate4,35.0,Women's Soccer,Posting Product,1,
sacramentostate4,65.0,Women's Soccer,Shoes,0,
csulongbeach,75.0,Women's Volleyball,Social Media Posts,1,
csulongbeach,95.0,Men's Outdoor Track & Field,Social Media Posts,1,
csulongbeach,200.0,Women's Water Polo,Social Media Posts,1,
csulongbeach,200.0,Men's Volleyball,Endorsements,0,
csulongbeach,275.0,Men's Volleyball,Endorsements,0,
csulongbeach,100.0,Women's Volleyball,Social Media Posts,1,
csulongbeach,1000.0,Men's Volleyball,Social Media Posts,1,
csulongbeach,100.0,Track and Field (Mens),Autographs,0,2022-05-02
csulongbeach,100.0,Track and Field (Mens),Autographs,0,2022-05-02
csulongbeach,110.0,Water Polo (Womens),Social Media,1,2022-08-22
csulongbeach,2000.0,Volleyball (Mens),Social Media,1,2022-09-04
csulongbeach,1000.0,Basketball (Mens),Social Media,1,2022-09-22
csulongbeach,1000.0,Basketball (Mens),Other,0,2022-10-21
csulongbeach,50.0,Track and Field (Womens),Social Media,1,2022-11-06
csulongbeach,200.0,Basketball (Mens),Social Media,1,2022-11-24
csulongbeach,200.0,Basketball (Mens),Social Media,1,2022-11-24
csulongbeach,200.0,Basketball (Mens),Social Media,1,2022-11-24
csulongbeach,200.0,Basketball (Mens),Social Media,1,2022-11-24
csulongbeach,110.0,Volleyball (Mens),Social Media,1,2023-01-06
csulongbeach,125.0,Volleyball (Mens),Social Media,1,2023-01-12
csulongbeach,500.0,Volleyball (Mens),Social Media,1,2023-01-15
csulongbeach,3000.0,Volleyball (Mens),Social Media,1,2023-01-17
csulongbeach,80.0,Volleyball (Mens),Social Media,1,2023-01-18
csulongbeach,100.0,Volleyball (Mens),Social Media,1,2023-02-19
csulongbeach,45.0,Volleyball (Mens),Social Media,1,2023-02-19
csulongbeach,20.0,Volleyball (Mens),Social Media,1,2023-02-25
csulongbeach,100.0,Volleyball (Mens),Social Media,1,2023-02-26
csulongbeach,100.0,Volleyball (Mens),Social Media,1,2023-03-01
csulongbeach,120.0,Volleyball (Mens),Social Media,1,2023-03-03
csulongbeach,120.0,Volleyball (Mens),Social Media,1,2023-03-03
csulongbeach,200.0,Track and Field (Womens),Public Appearance,0,2023-04-08
csulongbeach,390.0,Track and Field (Mens),Social Media,1,2023-04-13
csulongbeach,900.0,Volleyball (Mens),Social Media,1,2023-04-16
csulongbeach,2700.0,Volleyball (Mens),Social Media,1,2023-06-30
csulongbeach,750.0,Volleyball (Mens),Social Media,1,2023-06-30
csulongbeach,500.0,Basketball (Womens),Social Media,1,2023-08-11
csulongbeach,300.0,Basketball (Womens),Social Media,1,2023-08-18
csulongbeach,50.0,Volleyball (Beach),Not Sure,0,2023-08-20
csulongbeach,250.0,Basketball (Womens),Social Media,1,2023-09-10
csulongbeach,750.0,Basketball (Womens),Social Media,1,2023-09-13
csulongbeach,200.0,Volleyball (Mens),Social Media,1,2023-09-25
csulongbeach,114.0,Basketball (Womens),Social Media,1,2023-10-17
csulongbeach,20.0,Basketball (Womens),Social Media,1,2023-10-20
csulongbeach,300.0,Basketball (Womens),Social Media,1,2023-10-23
csulongbeach,100.0,Basketball (Womens),Social Media,1,2023-10-30
csulongbeach,200.0,Basketball (Womens),Social Media,1,2023-10-30
csulongbeach,100.0,Basketball (Womens),Social Media,1,2023-12-05
csulongbeach,40.0,Basketball (Womens),Social Media,1,2023-12-05
csulongbeach,50.0,Track and Field (Womens),Other,0,2023-12-18
csulongbeach,350.0,Basketball (Womens),Social Media,1,2024-01-01
csulongbeach,2080.0,Volleyball (Beach),Social Media,1,2024-01-01
csulongbeach,75.0,Basketball (Womens),Social Media,1,2024-01-10
csulongbeach,100.0,Basketball (Womens),Social Media,1,2024-01-10
csulongbeach,50.0,Volleyball (Womens),Social Media,1,2024-01-31
csulongbeach,100.0,Basketball (Womens),Social Media,1,2024-02-01
csulongbeach,100.0,Basketball (Womens),Social Media,1,2024-02-01
csulongbeach,125.0,Soccer (Womens),Other,0,2024-02-04
csulongbeach,150.0,Basketball (Womens),Social Media,1,2024-02-26
csulongbeach,200.0,Basketball (Womens),Social Media,1,2024-02-26
csulongbeach,100.0,Basketball (Womens),Social Media,1,2024-02-28
csulongbeach,600.0,Basketball (Womens),Social Media,1,2024-03-05
csulongbeach,50.0,Track and Field (Womens),Social Media,1,2024-04-01
csulongbeach,112.0,Volleyball (Beach),Social Media,1,2024-04-09
csulongbeach,1000.0,Basketball (Womens),Public Appearance,0,2024-04-11
csulongbeach,500.0,Basketball (Womens),Other,0,2024-04-18
csulongbeach,500.0,Basketball (Womens),Other,0,2024-04-18
csulongbeach,500.0,Basketball (Womens),Other,0,2024-04-18
csulongbeach,500.0,Basketball (Womens),Other,0,2024-04-18
csulongbeach,500.0,Basketball (Womens),Other,0,2024-04-18
csulongbeach,21.0,Volleyball (Beach),Social Media,1,2024-04-29
csulongbeach,50.0,Track and Field (Womens),Social Media,1,2024-04-30
csulongbeach,1000.0,Basketball (Womens),Other,0,2024-05-03
csulongbeach,300.0,Basketball (Womens),Social Media,1,2024-05-19
csulongbeach,58.0,Basketball (Womens),Social Media,1,2024-05-22
csulongbeach,50.0,Basketball (Womens),Social Media,1,2024-06-22
csulongbeach,300.0,Basketball (Womens),Social Media,1,2024-07-01
csulongbeach,500.0,Basketball (Womens),Social Media,1,2024-07-01
csulongbeach,50.0,Volleyball (Beach),Social Media,1,2024-07-26
csulongbeach,100.0,Basketball (Womens),Social Media,1,2024-08-06
csulongbeach,1300.0,Volleyball (Womens),Autographs,0,2024-08-21
ucberkeley,79.26,Swimming/Diving (Womens),Social Media,1,2022-01-02
ucberkeley,100.0,Gymnastics (Womens),Social Media,1,2022-06-24
ucberkeley,200.0,Gymnastics (Womens),Social Media,1,2022-06-13
ucberkeley,50.0,Track and Field (Mens),Social Media,1,2022-06-06
ucberkeley,420.0,Track and Field (Mens),Social Media,1,2022-06-06
ucberkeley,200.0,Basketball (Womens),Camps and Lessons,0,2022-05-15
ucberkeley,500.0,Basketball (Womens),Social Media,1,2022-05-29
ucberkeley,30.0,Water Polo (Womens),Social Media,1,2022-05-10
ucberkeley,100.0,Track and Field (Mens),Representation Disclosure,0,2022-05-11
ucberkeley,750.0,Business,Social Media,1,2022-05-12
ucberkeley,100.0,Swimming/Diving (Mens),Social Media,1,2022-04-16
ucberkeley,65.0,Swimming/Diving (Mens),Social Media,1,2022-03-19
ucberkeley,45.0,Swimming/Diving (Mens),Social Media,1,2022-03-20
ucberkeley,500.0,Basketball (Womens),Social Media,1,2022-03-09
ucberkeley,270.0,Baseball,Representation Disclosure,0,2022-03-14
ucberkeley,250.0,Gymnastics (Womens),Social Media,1,2022-03-25
ucberkeley,68.0,Swimming/Diving (Mens),Social Media,1,2022-03-05
ucberkeley,10000.0,Basketball (Womens),Social Media,1,2022-04-01
ucberkeley,2450.0,Basketball (Womens),Social Media,1,2022-05-05
ucberkeley,45.0,Basketball (Womens),Business Ownership/Creation,0,2022-04-03
ucberkeley,500.0,Basketball (Womens),Social Media,1,2022-04-01
ucberkeley,75.0,Gymnastics (Womens),Social Media,1,2022-03-01
ucberkeley,500.0,Baseball,Social Media,1,2022-02-16
ucberkeley,1200.0,Rowing (Womens),Social Media,1,2022-02-10
ucberkeley,500.0,Baseball,Social Media,1,2022-02-04
ucberkeley,500.0,Baseball,Social Media,1,2022-02-03
ucberkeley,600.0,Swimming/Diving (Womens),Social Media,1,2022-01-18
ucberkeley,500.0,Baseball,Social Media,1,2022-02-01
ucberkeley,500.0,Baseball,Social Media,1,2022-02-01
ucberkeley,500.0,Baseball,Social Media,1,2022-02-02
ucberkeley,500.0,Baseball,Social Media,1,2022-02-02
ucberkeley,85.99,Volleyball (Beach),Social Media,1,2022-02-18
ucberkeley,30.0,Gymnastics (Womens),Social Media,1,2022-02-01
ucberkeley,500.0,Baseball,Social Media,1,2022-02-01
ucberkeley,500.0,Gymnastics (Womens),Social Media,1,2022-02-06
ucberkeley,500.0,Baseball,Social Media,1,2022-02-02
ucberkeley,500.0,Gymnastics (Womens),Other,0,2022-02-08
ucberkeley,100.0,Swimming/Diving (Womens),Social Media,1,2022-01-21
ucberkeley,25.0,Gymnastics (Womens),Social Media,1,2022-01-14
ucberkeley,60.0,Volleyball (Beach),Social Media,1,2022-01-07
ucberkeley,15.0,Cross Country,Social Media,1,2022-01-11
ucberkeley,30.0,Volleyball (Womens),Social Media,1,2022-01-03
ucberkeley,80.0,Swimming/Diving (Mens),Social Media,1,2021-12-24
ucberkeley,55.0,Swimming/Diving (Mens),Social Media,1,2022-01-17
ucberkeley,4500.0,Baseball,Social Media,1,2021-12-20
ucberkeley,100.0,Business,Social Media,1,2021-12-21
ucberkeley,60.0,Business,Social Media,1,2021-12-20
ucberkeley,7200.0,Basketball (Womens),Social Media,1,2021-12-17
ucberkeley,25.0,Soccer (Womens),Social Media,1,2021-12-15
ucberkeley,20.0,Swimming/Diving (Mens),Social Media,1,2021-12-06
ucberkeley,100.0,Water Polo (Womens),Social Media,1,2021-12-10
ucberkeley,15000.0,Basketball (Womens),Social Media,1,2021-12-07
ucberkeley,50.0,Basketball (Mens),Other,0,2022-02-11
ucberkeley,100.0,Lacrosse (Womens),Social Media,1,2021-11-29
ucberkeley,65.0,Gymnastics (Womens),Social Media,1,2021-11-27
ucberkeley,50.0,Basketball (Mens),Social Media,1,2021-11-24
ucberkeley,100.0,Lacrosse (Womens),Social Media,1,2021-11-23
ucberkeley,50.0,Football,Social Media,1,2021-11-29
ucberkeley,100.0,Basketball (Mens),Social Media,1,2021-11-24
ucberkeley,125.0,Gymnastics (Womens),Other,0,2021-12-01
ucberkeley,64.99,Soccer (Womens),Social Media,1,2021-11-17
ucberkeley,2500.0,Business,Social Media,1,2021-11-04
ucberkeley,200.0,Basketball (Mens),Social Media,1,2021-11-02
ucberkeley,200.0,Basketball (Mens),Social Media,1,2021-11-03
ucberkeley,200.0,Swimming/Diving (Womens),Social Media,1,2021-10-26
ucberkeley,50.0,Gymnastics (Womens),Social Media,1,2021-10-29
ucberkeley,10.0,Rugby (Mens),Representation Disclosure,0,2021-11-23
ucberkeley,1000.0,Gymnastics (Womens),Representation Disclosure,0,2021-10-22
ucberkeley,90.0,Volleyball (Beach),Social Media,1,2021-10-23
ucberkeley,50.0,Volleyball (Beach),Social Media,1,2021-10-23
ucberkeley,122.0,Gymnastics (Womens),Social Media,1,2021-10-21
ucberkeley,70.0,Swimming/Diving (Womens),Social Media,1,2021-10-20
ucberkeley,50.0,Volleyball (Womens),Social Media,1,2021-10-14
ucberkeley,50.0,Swimming/Diving (Womens),Social Media,1,2021-10-14
ucberkeley,50.0,Swimming/Diving (Womens),Social Media,1,2021-10-14
ucberkeley,200.0,Soccer (Mens),Social Media,1,2021-10-15
ucberkeley,50.0,Basketball (Mens),Social Media,1,2021-10-13
ucberkeley,100.0,Lacrosse (Womens),Social Media,1,2021-10-13
ucberkeley,70.0,Soccer (Womens),Social Media,1,2021-10-14
ucberkeley,108.0,Lacrosse (Womens),Social Media,1,2021-10-12
ucberkeley,100.0,Cross Country,Other,0,2021-09-30
ucberkeley,50.0,Lacrosse (Womens),Social Media,1,2021-10-07
ucberkeley,5000.0,Swimming/Diving (Mens),Social Media,1,2021-09-30
ucberkeley,120.0,Swimming/Diving (Mens),Social Media,1,2021-09-30
ucberkeley,80.0,Gymnastics (Womens),Social Media,1,2021-10-02
ucberkeley,41.93,Basketball (Mens),Other,0,2021-09-28
ucberkeley,300.0,Lacrosse (Womens),Camps and Lessons,0,2021-09-28
ucberkeley,130.0,Cross Country,Social Media,1,2021-09-27
ucberkeley,50.0,Soccer (Womens),Social Media,1,2021-10-02
ucberkeley,20.0,Gymnastics (Womens),Social Media,1,2021-09-17
ucberkeley,100.0,Volleyball (Beach),Social Media,1,2021-09-14
ucberkeley,50.0,Gymnastics (Womens),Social Media,1,2021-09-14
ucberkeley,100.0,Cross Country,Other,0,2021-08-09
ucberkeley,400.0,Water Polo (Mens),Social Media,1,2022-02-16
ucberkeley,600.0,Swimming/Diving (Womens),Social Media,1,2021-09-02
ucberkeley,34.93,Basketball (Mens),Other,0,2021-09-05
ucberkeley,100.0,Swimming/Diving (Mens),Social Media,1,2021-09-02
ucberkeley,30000.0,Softball,Other,0,2021-09-03
ucberkeley,100.0,Gymnastics (Womens),Social Media,1,2021-09-03
ucberkeley,500.0,Gymnastics (Womens),Other,0,2021-08-11
ucberkeley,107.38,Swimming/Diving (Womens),Social Media,1,2021-08-31
ucberkeley,1000.0,Basketball (Mens),Social Media,1,2021-08-30
ucberkeley,1500.0,Field Hockey,Social Media,1,2021-08-29
ucberkeley,49.46,Rowing (Womens),Social Media,1,2021-09-03
ucberkeley,200.0,Soccer (Mens),Social Media,1,2021-09-03
ucberkeley,45.0,Golf (Womens),Social Media,1,2021-09-11
ucberkeley,340.0,Golf (Womens),Social Media,1,2021-09-11
ucberkeley,30.0,Track and Field (Mens),Social Media,1,2021-08-25
ucberkeley,1400.0,Business,Social Media,1,2021-08-21
ucberkeley,100.0,Softball,Social Media,1,2022-05-11
ucberkeley,1500.0,Gymnastics (Womens),Camps and Lessons,0,2021-08-16
ucberkeley,50.0,Gymnastics (Womens),Social Media,1,2021-09-03
ucberkeley,31.97,Gymnastics (Womens),Social Media,1,2021-09-14
ucberkeley,50.0,Gymnastics (Womens),Social Media,1,2021-08-13
ucberkeley,40.0,Gymnastics (Womens),Social Media,1,2021-08-11
ucberkeley,10000.0,Softball,Social Media,1,2022-05-11
ucberkeley,45.0,Soccer (Womens),Social Media,1,2021-08-11
ucberkeley,10.0,Gymnastics (Womens),Social Media,1,2021-08-08
ucberkeley,200.0,Gymnastics (Womens),Camps and Lessons,0,2021-08-09
ucberkeley,50.0,Lacrosse (Womens),Other,0,2021-08-08
ucberkeley,30000.0,Volleyball (Beach),Other,0,2021-08-08
ucberkeley,100.0,Lacrosse (Womens),Other,0,2021-08-14
ucberkeley,50.0,Gymnastics (Womens),Other,0,2021-08-04
ucberkeley,600.0,Swimming/Diving (Mens),Other,0,2021-07-12
ucberkeley,25.0,Gymnastics (Womens),Social Media,1,2021-08-26
ucberkeley,44.95,Gymnastics (Womens),Social Media,1,2021-08-02
ucberkeley,75.0,Field Hockey,Social Media,1,2021-07-28
ucberkeley,1300.0,Gymnastics (Womens),Camps and Lessons,0,2021-07-26
ucberkeley,25.0,Gymnastics (Womens),Social Media,1,2021-08-26
ucberkeley,100.0,Lacrosse (Womens),Social Media,1,2021-08-03
ucberkeley,350.0,Basketball (Womens),Social Media,1,2021-10-28
ucberkeley,200.0,Volleyball (Beach),Social Media,1,2021-07-20
ucberkeley,120.0,Basketball (Womens),Other,0,2021-08-02
ucberkeley,10.0,Volleyball (Beach),Social Media,1,2021-07-20
ucberkeley,200.0,Football,Other,0,2021-07-14
ucberkeley,150.0,Gymnastics (Womens),Social Media,1,2021-07-14
ucberkeley,200.0,Gymnastics (Mens),Other,0,2021-07-09
ucberkeley,180.0,Track and Field (Mens),Other,0,2021-07-12
ucberkeley,1.0,Gymnastics (Mens),Social Media,1,2021-10-08
ucberkeley,500.0,Basketball (Womens),Social Media,1,2021-07-03
ucberkeley,100.0,Swimming/Diving (Womens),Social Media,1,2021-07-02
ucberkeley,70.0,Basketball (Womens),Social Media,1,2021-07-03
ucberkeley,1500.0,Baseball,Social Media,1,2023-05-03
ucberkeley,100.0,Baseball,Social Media,1,2023-04-20
ucberkeley,330.0,Baseball,Social Media,1,2023-04-06
ucberkeley,34584.0,Basketball (Mens),Social Media,1,2023-07-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,4000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,3430.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,4000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,2000.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,1715.0,Basketball (Mens),Public Appearance,0,2023-03-24
ucberkeley,280.0,Basketball (Mens),Social Media,1,2022-09-23
ucberkeley,100.0,Basketball (Womens),Social Media,1,2023-07-31
ucberkeley,40.0,Basketball (Womens),Social Media,1,2023-06-05
ucberkeley,300.0,Basketball (Womens),Camps and Lessons,0,2023-06-05
ucberkeley,10000.0,Basketball (Womens),Social Media,1,2023-02-21
ucberkeley,10000.0,Basketball (Womens),Social Media,1,2023-02-21
ucberkeley,2000.0,Basketball (Womens),Social Media,1,2023-02-21
ucberkeley,2800.0,Basketball (Womens),Social Media,1,2023-01-07
ucberkeley,3200.0,Basketball (Womens),Social Media,1,2023-01-07
ucberkeley,6000.0,Basketball (Womens),Social Media,1,2023-01-07
ucberkeley,8000.0,Basketball (Womens),Social Media,1,2023-01-07
ucberkeley,20000.0,Basketball (Womens),Social Media,1,2023-01-07
ucberkeley,500.0,Basketball (Womens),Social Media,1,2022-12-23
ucberkeley,250.0,Basketball (Womens),Social Media,1,2022-08-04
ucberkeley,16000.0,Basketball (Womens),Social Media,1,2022-07-19
ucberkeley,100.0,Business,Social Media,1,2022-09-06
ucberkeley,1250.0,Business,Social Media,1,2022-09-06
ucberkeley,40.0,Business,Social Media,1,2022-08-09
ucberkeley,120.0,Football,Social Media,1,2023-04-07
ucberkeley,5000.0,Football,Social Media,1,2023-04-05
ucberkeley,5000.0,Football,Social Media,1,2023-04-06
ucberkeley,5000.0,Football,Social Media,1,2023-04-06
