school,amount,sport,deal_description,is_social_media,date
ucberkeley,10000.0,Football,Social Media,1,2023-04-06
ucberkeley,10000.0,Football,Social Media,1,2023-04-06
ucberkeley,1000.0,Football,Public Appearance,0,2023-01-09
ucberkeley,300.0,Football,Social Media,1,2022-10-20
ucberkeley,500.0,Football,Public Appearance,0,2022-09-28
ucberkeley,500.0,Football,Public Appearance,0,2022-09-28
ucberkeley,3000.0,Football,Autographs,0,2022-09-26
ucberkeley,30.0,Football,Social Media,1,2022-08-29
ucberkeley,50.0,Football,Other,0,2022-08-29
ucberkeley,20.0,Football,Social Media,1,2022-08-25
ucberkeley,1000.0,Football,Social Media,1,2022-08-23
ucberkeley,100.0,General,Social Media,1,2023-02-17
ucberkeley,20.0,General,Other,0,2022-10-12
ucberkeley,50.0,General,Social Media,1,2023-02-15
ucberkeley,3000.0,General,Social Media,1,2023-02-15
ucberkeley,60.0,General,Social Media,1,2022-11-17
ucberkeley,15.0,General,Other,0,2022-10-12
ucberkeley,100.0,Golf (Mens),Social Media,1,2023-04-07
ucberkeley,40.0,Golf (Mens),Social Media,1,2022-11-15
ucberkeley,120.0,Golf (Mens),,0,2022-09-13
ucberkeley,150.0,Gymnastics (Mens),,0,2023-06-09
ucberkeley,150.0,Gymnastics (Mens),,0,2023-06-09
ucberkeley,150.0,Gymnastics (Mens),,0,2023-06-09
ucberkeley,150.0,Gymnastics (Mens),,0,2023-06-07
ucberkeley,250.0,Gymnastics (Mens),,0,2023-05-30
ucberkeley,250.0,Gymnastics (Mens),,0,2023-05-30
ucberkeley,110.0,Gymnastics (Womens),,0,2023-06-09
ucberkeley,250.0,Gymnastics (Womens),,0,2023-05-29
ucberkeley,230.0,Gymnastics (Womens),,0,2023-03-20
ucberkeley,125.0,Gymnastics (Womens),,0,2023-03-10
ucberkeley,300.0,Gymnastics (Womens),,0,2022-12-02
ucberkeley,3000.0,Gymnastics (Womens),,0,2022-11-16
ucberkeley,180.0,Gymnastics (Womens),,0,2022-11-17
ucberkeley,200.0,Gymnastics (Womens),,0,2022-10-08
ucberkeley,400.0,Gymnastics (Womens),,0,2022-09-26
ucberkeley,180.0,Gymnastics (Womens),,0,2022-09-01
ucberkeley,80.0,Gymnastics (Womens),,0,2022-08-22
ucberkeley,110.0,Lacrosse (Womens),,0,2022-11-03
ucberkeley,125.0,Rowing (Mens),,0,2023-03-09
ucberkeley,40.0,Rowing (Mens),,0,2022-09-02
ucberkeley,195.0,Rugby (Mens),,0,2023-07-27
ucberkeley,25.0,Rugby (Mens),,0,2022-10-26
ucberkeley,10.0,Rugby (Mens),,0,2022-10-26
ucberkeley,500.0,Soccer (Mens),,0,2022-08-31
ucberkeley,50.0,Soccer (Mens),,0,2022-08-30
ucberkeley,150.0,Soccer (Womens),,0,2023-07-27
ucberkeley,120.0,Soccer (Womens),,0,2023-07-25
ucberkeley,162.99,Soccer (Womens),,0,2023-04-17
ucberkeley,5000.0,Soccer (Womens),,0,2023-03-16
ucberkeley,250.0,Soccer (Womens),,0,2022-09-30
ucberkeley,200.0,Soccer (Womens),,0,2022-09-14
ucberkeley,70.0,Soccer (Womens),,0,2022-08-18
ucberkeley,100.0,Softball,,0,2023-07-04
ucberkeley,125.0,Softball,,0,2023-05-03
ucberkeley,125.0,Softball,,0,2023-05-04
ucberkeley,10.0,Softball,,0,2023-03-27
ucberkeley,600.0,Softball,,0,2023-01-06
ucberkeley,100.0,Softball,,0,2022-12-23
ucberkeley,100.0,Softball,,0,2022-12-23
ucberkeley,200.0,Softball,,0,2022-10-14
ucberkeley,100.0,Softball,,0,2022-09-24
ucberkeley,200.0,Softball,,0,2022-09-21
ucberkeley,300.0,Softball,,0,2022-08-29
ucberkeley,200.0,Softball,,0,2022-09-05
ucberkeley,200.0,Softball,,0,2022-09-05
ucberkeley,300.0,Softball,,0,2022-08-30
ucberkeley,300.0,Softball,,0,2022-08-31
ucberkeley,300.0,Softball,,0,2022-08-30
ucberkeley,410.0,Softball,,0,2022-08-29
ucberkeley,600.0,Softball,,0,2022-08-29
ucberkeley,200.0,Softball,,0,2022-09-15
ucberkeley,333.33,Swimming/Diving (Mens),,0,2022-09-15
ucberkeley,150.0,Swimming/Diving (Womens),,0,2023-05-31
ucberkeley,100.0,Swimming/Diving (Womens),,0,2023-01-30
ucberkeley,45.0,Swimming/Diving (Womens),,0,2022-10-14
ucberkeley,70.0,Swimming/Diving (Womens),,0,2022-09-29
ucberkeley,70.0,Swimming/Diving (Womens),,0,2022-09-28
ucberkeley,90.0,Swimming/Diving (Womens),,0,2022-08-27
ucberkeley,2500.0,Swimming/Diving (Womens),,0,2022-07-25
ucberkeley,70.0,Track and Field (Mens),,0,2023-04-28
ucberkeley,121.21,Track and Field (Mens),,0,2023-04-27
ucberkeley,200.0,Track and Field (Mens),,0,2023-02-09
ucberkeley,900.0,Track and Field (Mens),,0,2023-02-09
ucberkeley,100.0,Volleyball (Beach),,0,2022-08-30
ucberkeley,40.0,Volleyball (Beach),,0,2022-08-30
ucberkeley,100.0,Volleyball (Beach),,0,2022-07-12
ucberkeley,500.0,Volleyball (Womens),Social Media,1,2023-06-10
ucberkeley,720.0,Volleyball (Womens),Social Media,1,2023-04-10
ucberkeley,468.0,Volleyball (Womens),Social Media,1,2023-04-04
ucberkeley,25.0,Water Polo (Womens),Not Sure,0,2023-01-06
ucberkeley,10.0,Water Polo (Womens),Not Sure,0,2023-01-06
ucberkeley,200.0,Water Polo (Womens),Social Media,1,2022-11-15
ucberkeley,1000.0,Baseball,,0,
ucberkeley,10000.0,Baseball,,0,
ucberkeley,8500.0,Basketball (Mens),Social Media,1,2024-01-31
ucberkeley,93500.0,Basketball (Mens),Social Media,1,
ucberkeley,5000.0,Basketball (Mens),Other,0,2024-01-31
ucberkeley,34584.0,Basketball (Mens),Social Media,1,2024-01-29
ucberkeley,380424.0,Basketball (Mens),Social Media,1,
ucberkeley,4375.0,Basketball (Mens),Social Media,1,2024-01-27
ucberkeley,11250.0,Basketball (Mens),Social Media,1,2024-01-29
ucberkeley,10000.0,Basketball (Mens),Social Media,1,2024-01-30
ucberkeley,7000.0,Basketball (Mens),Social Media,1,2023-11-30
ucberkeley,7500.0,Basketball (Mens),Not Sure,0,2024-01-31
ucberkeley,82500.0,Basketball (Mens),Not Sure,0,
ucberkeley,4375.0,Basketball (Mens),Social Media,1,2024-01-31
ucberkeley,8750.0,Basketball (Mens),Social Media,1,
ucberkeley,12500.0,Basketball (Mens),Other,0,2024-01-31
ucberkeley,25000.0,Basketball (Mens),Other,0,
ucberkeley,4375.0,Basketball (Mens),Social Media,1,2024-01-27
ucberkeley,5000.0,Basketball (Mens),Other,0,2024-01-31
ucberkeley,11250.0,Basketball (Mens),Social Media,1,2024-01-29
ucberkeley,112500.0,Basketball (Mens),Social Media,1,
ucberkeley,7000.0,Basketball (Mens),Social Media,1,2023-11-30
ucberkeley,32500.0,Basketball (Mens),Social Media,1,2023-08-31
ucberkeley,357500.0,Basketball (Mens),Social Media,1,
ucberkeley,10000.0,Basketball (Mens),Social Media,1,2024-01-29
ucberkeley,75.0,Basketball (Womens),Social Media,1,2023-10-04
ucberkeley,500.0,Basketball (Womens),Royalty,0,2023-09-04
ucberkeley,32.56,Beach VB,Other,0,2024-01-20
ucberkeley,55.0,Cross Country (Womens),Social Media,1,2024-02-23
ucberkeley,15.0,Cross Country (Womens),Other,0,2024-02-23
ucberkeley,50.0,Cross Country (Womens),Social Media,1,2023-11-14
ucberkeley,125.0,Cross Country (Womens),Social Media,1,2023-10-13
ucberkeley,125.0,Cross Country (Womens),Social Media,1,2023-10-05
ucberkeley,75.0,Cross Country (Womens),Social Media,1,2023-08-26
ucberkeley,150.0,Cross Country (Womens),Social Media,1,2023-08-23
ucberkeley,150.0,Cross Country (Womens),Social Media,1,2023-08-23
ucberkeley,100.0,Cross Country (Womens),,0,
ucberkeley,300.0,Field Hockey,Social Media,1,2024-02-13
ucberkeley,150.0,Field Hockey,Social Media,1,
ucberkeley,125.0,Field Hockey,Social Media,1,
ucberkeley,50.0,Field Hockey,Social Media,1,
ucberkeley,300.0,Field Hockey,Social Media,1,
ucberkeley,16667.0,Football,Social Media,1,2024-03-02
ucberkeley,100.0,Football,Social Media,1,2024-02-23
ucberkeley,12.2,Football,,0,
ucberkeley,200.0,General,Social Media,1,2024-02-20
ucberkeley,4500.0,General,Social Media,1,2024-02-26
ucberkeley,100.0,General,Public Appearance,0,2023-12-02
ucberkeley,100.0,General,Public Appearance,0,2023-12-03
ucberkeley,600.0,General,Social Media,1,2023-09-14
ucberkeley,300.0,General,,0,
ucberkeley,50.0,Track and Field (Men's),Social Media,1,
ucberkeley,28.93,Golf (Mens),Representation Disclosure,0,2024-02-28
ucberkeley,50.0,Gymnastics (Mens),Social Media,1,2024-01-27
ucberkeley,150.0,Gymnastics (Mens),Social Media,1,2024-01-14
ucberkeley,150.0,Gymnastics (Womens),Social Media,1,2024-02-15
ucberkeley,1000.0,Gymnastics (Womens),Outside Employment,0,2024-02-28
ucberkeley,21.0,Gymnastics (Womens),Autographs,0,2023-11-25
ucberkeley,240.0,Gymnastics (Womens),Social Media,1,2023-08-18
ucberkeley,120.0,Gymnastics (Womens),Social Media,1,2023-08-18
ucberkeley,119.7,Gymnastics (Womens),Social Media,1,2023-08-18
ucberkeley,67.0,Gymnastics (Womens),Social Media,1,2023-08-18
ucberkeley,119.7,Gymnastics (Womens),Social Media,1,2023-08-18
ucberkeley,203.0,Gymnastics (Womens),,0,
ucberkeley,60.0,Gymnastics (Womens),,0,
ucberkeley,1000.0,Gymnastics (Womens),,0,
ucberkeley,60.0,Lacrosse (Womens),Social Media,1,2024-01-12
ucberkeley,60.0,Lacrosse (Womens),Social Media,1,2024-01-11
ucberkeley,66.0,Lacrosse (Womens),Social Media,1,2023-12-13
ucberkeley,70.0,Lacrosse (Womens),Social Media,1,2023-12-08
ucberkeley,15.0,Lacrosse (Womens),Social Media,1,2023-12-05
ucberkeley,66.0,Lacrosse (Womens),Social Media,1,2023-11-28
ucberkeley,150.0,Lacrosse (Womens),Social Media,1,2023-10-30
ucberkeley,450.0,Lacrosse (Womens),Social Media,1,2023-08-29
ucberkeley,150.0,Lacrosse (Womens),Social Media,1,
ucberkeley,150.0,Lacrosse (Womens),Social Media,1,
ucberkeley,150.0,Rowing (Mens),Social Media,1,2023-11-14
ucberkeley,234.37,Rowing (Womens),Social Media,1,
ucberkeley,125.0,Rugby (Mens),Social Media,1,2024-01-22
ucberkeley,10.66,Soccer (Mens),Not Sure,0,2024-02-21
ucberkeley,200.0,Soccer (Mens),Social Media,1,2023-12-21
ucberkeley,150.0,Soccer (Mens),Social Media,1,2023-12-04
ucberkeley,150.0,Soccer (Mens),Social Media,1,2023-12-05
ucberkeley,150.0,Soccer (Mens),Social Media,1,2023-10-17
ucberkeley,13.55,Soccer (Mens),Other,0,
ucberkeley,150.0,Soccer (Mens),Social Media,1,
ucberkeley,700.0,Soccer (Womens),Social Media,1,2023-11-29
ucberkeley,150.0,Soccer (Womens),Social Media,1,
ucberkeley,150.0,Soccer (Womens),Social Media,1,
ucberkeley,2500.0,Soccer (Womens),Social Media,1,
ucberkeley,33.26,Soccer (Womens),Not Sure,0,
ucberkeley,200.0,Soccer (Womens),Social Media,1,
ucberkeley,50.0,Softball,Camps and Lessons,0,2023-12-07
ucberkeley,40.0,Softball,Outside Employment,0,2023-12-07
ucberkeley,5000.0,Softball,Social Media,1,2023-12-05
ucberkeley,10.0,Softball,Other,0,2023-12-02
ucberkeley,5000.0,Softball,Social Media,1,2023-12-05
ucberkeley,200.0,Swimming/Diving (Womens),Social Media,1,2024-01-31
ucberkeley,150.0,Swimming/Diving (Womens),Social Media,1,2023-12-07
ucberkeley,100.0,Swimming/Diving (Womens),Not Sure,0,2023-11-28
ucberkeley,150.0,Swimming/Diving (Womens),Social Media,1,2023-09-19
ucberkeley,125.0,Swimming/Diving (Womens),Social Media,1,
ucberkeley,100.0,Track and Field (Mens),Social Media,1,2023-12-05
ucberkeley,100.0,Track and Field (Mens),Social Media,1,2023-12-05
ucberkeley,25.0,Track and Field (Mens),Social Media,1,2023-10-16
ucberkeley,5.0,Track and Field (Mens),Social Media,1,2023-10-16
ucberkeley,50.0,Track and Field (Mens),Social Media,1,2023-12-05
ucberkeley,150.0,Track and Field (Mens),Social Media,1,
ucberkeley,120.0,Volleyball (Beach),Social Media,1,2024-03-06
ucberkeley,200.0,Volleyball (Beach),Social Media,1,2024-01-17
ucberkeley,100.0,Volleyball (Beach),Social Media,1,2023-12-18
ucberkeley,270.0,Volleyball (Beach),Social Media,1,2023-10-24
ucberkeley,150.0,Volleyball (Beach),Social Media,1,2023-08-31
ucberkeley,600.0,Volleyball (Beach),Social Media,1,2023-08-30
ucberkeley,550.0,Volleyball (Beach),Social Media,1,
ucberkeley,15.0,Volleyball (Beach),Social Media,1,
ucberkeley,300.0,Volleyball (Womens),Social Media,1,2024-03-06
ucberkeley,500.0,Volleyball (Womens),Business Ownership/Creation,0,2024-03-05
ucberkeley,150.0,Volleyball (Womens),Social Media,1,2024-03-05
ucberkeley,50.0,Volleyball (Womens),Social Media,1,2024-01-23
ucberkeley,200.0,Volleyball (Womens),Other,0,2024-01-06
ucberkeley,150.0,Volleyball (Womens),Public Appearance,0,2023-10-26
ucberkeley,125.0,Volleyball (Womens),Social Media,1,2023-10-09
ucberkeley,50.0,Volleyball (Womens),Social Media,1,2023-09-01
ucberkeley,650.0,Volleyball (Womens),Other,0,2024-03-05
ucberkeley,500.0,Volleyball (Womens),Representation Disclosure,0,2024-03-05
ucberkeley,200.0,Volleyball (Womens),Social Media,1,
ucberkeley,250.0,Volleyball (Womens),Social Media,1,
ucberkeley,70.0,Volleyball (Womens),Social Media,1,
ucberkeley,150.0,Volleyball (Womens),Social Media,1,
ucberkeley,250.0,Volleyball (Womens),Social Media,1,
ucberkeley,300.0,Volleyball (Womens),Social Media,1,
ucberkeley,400.0,Basketball (Womens),Social Media,1,2024-12-12
ucberkeley,500.0,Swimming/Diving (Womens),Social Media,1,2024-12-19
ucberkeley,400.0,Football,Social Media,1,2024-12-12
ucberkeley,400.0,Football,Social Media,1,2024-12-12
ucberkeley,20.0,Rowing (Mens),Social Media,1,2024-12-23
ucberkeley,150.0,Track and Field (Mens),Social Media,1,2024-12-24
ucberkeley,28.0,Rowing (Mens),Social Media,1,2024-12-23
ucberkeley,200.0,Soccer (Mens),Social Media,1,2024-12-19
ucberkeley,225.0,Gymnastics (Mens),Social Media,1,2024-12-14
ucberkeley,100.0,Track and Field (Mens),Social Media,1,2024-12-07
ucberkeley,50.0,Field Hockey,Social Media,1,2024-12-06
ucberkeley,150.0,Gymnastics (Mens),Social Media,1,2024-12-14
ucberkeley,150.0,Field Hockey,Social Media,1,2024-12-05
ucberkeley,39.49,Track and Field (Mens),Not Sure,0,2024-12-02
ucberkeley,57.27,Softball,Other,0,2024-12-01
ucberkeley,400.0,Volleyball (Womens),Social Media,1,2024-11-12
ucberkeley,20.0,Gymnastics (Mens),Social Media,1,2024-11-22
ucberkeley,250.0,Cross Country,Business Ownership/Creation,0,2024-11-20
ucberkeley,184.02,Gymnastics (Womens),Not Sure,0,2024-11-18
ucberkeley,10.0,Cross Country,Social Media,1,2024-11-21
ucberkeley,125.0,Water Polo (Womens),Business Ownership/Creation,0,2024-11-22
ucberkeley,57.13,Baseball,Not Sure,0,2024-11-13
ucberkeley,4000.0,Field Hockey,Not Sure,0,2024-11-11
ucberkeley,39.99,Gymnastics (Womens),Social Media,1,2024-11-07
ucberkeley,250.0,Field Hockey,Social Media,1,2024-11-11
ucberkeley,75.0,Gymnastics (Womens),Camps and Lessons,0,2024-10-28
ucberkeley,75.0,Soccer (Womens),Camps and Lessons,0,2024-10-28
ucberkeley,75.0,Soccer (Womens),Camps and Lessons,0,2024-10-28
ucberkeley,1500.0,Soccer (Womens),Social Media,1,2024-10-30
ucberkeley,150.0,Field Hockey,Social Media,1,2024-11-11
ucberkeley,38.0,Cross Country,Social Media,1,2024-10-24
ucberkeley,99.0,Volleyball (Beach),Social Media,1,2024-10-24
ucberkeley,500.0,Cross Country,Social Media,1,2024-11-21
ucberkeley,253.8,Softball,Royalty,0,2024-11-07
ucberkeley,200.0,Track and Field (Mens),Other,0,2024-10-11
ucberkeley,6000.0,Gymnastics (Womens),Other,0,2024-10-07
ucberkeley,200.0,Volleyball (Womens),Social Media,1,2024-10-08
ucberkeley,150.0,Volleyball (Womens),Social Media,1,2024-09-28
ucberkeley,100.0,Volleyball (Womens),Social Media,1,2024-10-04
ucberkeley,107.09,Volleyball (Beach),Other,0,2024-10-01
ucberkeley,60.77,Lacrosse (Womens),Not Sure,0,2024-10-07
ucberkeley,150.0,Volleyball (Womens),Social Media,1,2024-09-28
ucberkeley,100.0,Gymnastics (Womens),Social Media,1,2024-09-27
ucberkeley,110.67,Volleyball (Beach),Other,0,2024-09-27
ucberkeley,100.0,Volleyball (Beach),Social Media,1,2024-12-11
ucberkeley,82.73,Gymnastics (Mens),Social Media,1,2024-09-19
ucberkeley,100.0,Gymnastics (Mens),Social Media,1,2024-09-10
ucberkeley,125.0,Gymnastics (Womens),Social Media,1,2024-09-11
ucberkeley,150.0,Volleyball (Beach),Social Media,1,2024-08-28
ucberkeley,160.0,Gymnastics (Womens),Social Media,1,2024-08-30
ucberkeley,150.0,Field Hockey,Social Media,1,2024-09-12
ucberkeley,50.85,Softball,Not Sure,0,2024-08-13
ucberkeley,125.0,Lacrosse (Womens),Social Media,1,2024-08-06
ucberkeley,80.0,Soccer (Womens),Social Media,1,2024-07-28
ucberkeley,300.0,Soccer (Womens),Social Media,1,2024-07-28
ucberkeley,35.99,Swimming/Diving (Womens),Social Media,1,2024-07-08
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,600.0,Football,Royalty,0,2024-10-30
ucberkeley,300.0,Volleyball (Womens),Social Media,1,2024-08-12
ucberkeley,200.0,Water Polo (Womens),Social Media,1,2024-08-21
ucberkeley,243.0,Volleyball (Beach),Social Media,1,2024-07-09
ucberkeley,203.0,Gymnastics (Womens),Public Appearance,0,2024-06-20
ucberkeley,200.0,Gymnastics (Womens),Other,0,2024-06-28
ucberkeley,200.0,Field Hockey,Social Media,1,2024-07-03
ucberkeley,1.12,Volleyball (Womens),Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,1.12,Basketball (Womens),Royalty,0,2024-10-30
ucberkeley,3.08,Basketball (Womens),Royalty,0,2024-10-30
ucberkeley,2.24,Basketball (Womens),Royalty,0,2024-10-30
ucberkeley,1.12,Basketball (Womens),Royalty,0,2024-10-30
ucberkeley,300.0,Cross Country,Social Media,1,2024-06-05
ucberkeley,200.0,Volleyball (Womens),Social Media,1,2024-06-06
ucberkeley,150.0,Field Hockey,Social Media,1,2024-06-01
ucberkeley,200.0,Volleyball (Womens),Social Media,1,2024-09-28
ucberkeley,250.0,Volleyball (Womens),Social Media,1,2024-05-17
ucberkeley,125.0,Field Hockey,Social Media,1,2024-05-18
ucberkeley,2.24,Softball,Royalty,0,2024-10-30
ucberkeley,5.6,Baseball,Royalty,0,2024-10-30
ucberkeley,1.12,Baseball,Royalty,0,2024-10-30
ucberkeley,3.36,Softball,Royalty,0,2024-10-30
ucberkeley,1.12,Baseball,Royalty,0,2024-10-30
ucberkeley,1.12,Basketball (Womens),Royalty,0,2024-10-30
ucberkeley,5.6,Softball,Royalty,0,2024-10-30
ucberkeley,1.12,Softball,Royalty,0,2024-10-30
ucberkeley,1.12,Football,Royalty,0,2024-10-30
ucberkeley,150.0,Lacrosse (Womens),Social Media,1,2024-05-11
ucberkeley,200.0,Volleyball (Womens),Social Media,1,2024-09-28
ucberkeley,150.0,Soccer (Womens),Social Media,1,2024-05-11
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,150.0,Soccer (Womens),Social Media,1,2024-05-09
ucberkeley,13.55,Soccer (Mens),Other,0,2024-05-10
ucberkeley,150.0,Lacrosse (Womens),Social Media,1,2024-05-08
ucberkeley,50.0,Field Hockey,Social Media,1,2024-05-08
ucberkeley,50.0,Cross Country,Social Media,1,2024-05-08
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,1.96,Softball,Royalty,0,2024-10-30
ucberkeley,8.74,Softball,Royalty,0,2024-10-30
ucberkeley,0.98,Football,Royalty,0,2024-10-30
ucberkeley,3.08,Baseball,Royalty,0,2024-10-30
ucberkeley,5.82,Baseball,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,11.76,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,23.52,Football,Royalty,0,2024-10-30
ucberkeley,7.84,Football,Royalty,0,2024-10-30
ucberkeley,0.98,Football,Royalty,0,2024-10-30
ucberkeley,1.12,Soccer (Mens),Royalty,0,2024-10-30
ucberkeley,17.07,Soccer (Mens),Royalty,0,2024-10-30
ucberkeley,7.84,Football,Royalty,0,2024-10-30
ucberkeley,15.68,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,1.96,Volleyball (Womens),Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,15.68,Football,Royalty,0,2024-10-30
ucberkeley,0.98,Football,Royalty,0,2024-10-30
ucberkeley,11.76,Football,Royalty,0,2024-10-30
ucberkeley,1.96,Football,Royalty,0,2024-10-30
ucberkeley,5.88,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,1.12,Baseball,Royalty,0,2024-10-30
ucberkeley,2.91,Baseball,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,1.96,Football,Royalty,0,2024-10-30
ucberkeley,19.6,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,7.84,Football,Royalty,0,2024-10-30
ucberkeley,0.98,Football,Royalty,0,2024-10-30
ucberkeley,5.82,Softball,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,1.96,Football,Royalty,0,2024-10-30
ucberkeley,7.84,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,7.84,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,7.84,Soccer (Mens),Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,15.68,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,1.96,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,2.91,Baseball,Royalty,0,2024-10-30
ucberkeley,2.74,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,3.36,Basketball (Womens),Royalty,0,2024-10-30
ucberkeley,1.12,Basketball (Womens),Royalty,0,2024-10-30
ucberkeley,5.09,Basketball (Womens),Royalty,0,2024-10-30
ucberkeley,74.48,Football,Royalty,0,2024-10-30
ucberkeley,54.88,Football,Royalty,0,2024-10-30
ucberkeley,31.36,Football,Royalty,0,2024-10-30
ucberkeley,3.92,Football,Royalty,0,2024-10-30
ucberkeley,11.76,Football,Royalty,0,2024-10-30
ucberkeley,1.12,Basketball (Womens),Royalty,0,2024-10-30
ucberkeley,1.96,Basketball (Womens),Royalty,0,2024-10-30
ucberkeley,1.12,Basketball (Womens),Royalty,0,2024-10-30
ucberkeley,2.54,Basketball (Womens),Royalty,0,2024-10-30
ucberkeley,83.89,Football,Royalty,0,2024-10-30
ucberkeley,11.76,Football,Royalty,0,2024-10-30
ucberkeley,19.6,Football,Royalty,0,2024-10-30
ucberkeley,27.44,Football,Royalty,0,2024-10-30
ucberkeley,0.98,Football,Royalty,0,2024-10-30
